0 5.20336335 0.04839272
0 5.20886958 0.04859549
1 5.21308463 0.04819757
2 5.21807740 0.04871128
3 5.22122116 0.04843889
4 5.22428053 0.04851743
5 5.22686265 0.04863584
6 5.22856256 0.04846620
7 5.23046418 0.04866008
8 5.23165132 0.04856569
9 5.23278948 0.04858404
10 5.23380303 0.04863925
11 5.23447706 0.04856843
12 5.23526037 0.04864679
13 5.23577369 0.04861090
14 5.23626442 0.04861293
15 5.23672822 0.04864267
16 5.23703627 0.04860879
17 5.23740094 0.04864403
18 5.23764857 0.04862967
19 5.23787834 0.04862745
20 5.23810445 0.04864413
21 5.23825125 0.04862747
22 5.23842306 0.04864317
23 5.23854143 0.04863795
24 5.23864423 0.04863539
25 5.23874582 0.04864384
26 5.23880752 0.04863674
27 5.23887400 0.04864228
28 5.23891679 0.04864115
29 5.23894631 0.04863982
30 5.23896831 0.04864196
31 5.23897338 0.04864142
32 5.23898839 0.04864287
33 5.23901312 0.04864210
34 5.23904949 0.04864057
35 5.23910972 0.04864605
36 5.23916596 0.04863966
37 5.23925790 0.04864642
38 5.23935553 0.04864559
39 5.23946337 0.04863917
40 5.23962571 0.04865495
41 5.23976429 0.04863982
42 5.23997291 0.04865277
43 5.24019502 0.04865439
44 5.24042356 0.04863771
45 5.24077027 0.04867267
46 5.24106395 0.04864247
47 5.24149192 0.04866382
48 5.24196815 0.04867437
49 5.24244192 0.04863415
50 5.24318367 0.04871032
51 5.24382731 0.04864960
52 5.24475278 0.04868321
53 5.24585547 0.04872358
54 5.24694125 0.04861989
55 5.24872195 0.04880284
56 5.25034323 0.04866819
57 5.25265347 0.04871477
58 5.25562465 0.04886890
59 5.25847546 0.04856830
60 5.26314139 0.04903420
61 5.26729175 0.04876689
62 5.27222678 0.04873686
63 5.27792139 0.04915646
64 5.28195581 0.04869553
65 5.28682636 0.04911872
66 5.29025096 0.04901497
67 5.29302629 0.04889485
68 5.29584757 0.04915775
69 5.29752351 0.04897025
70 5.29932213 0.04908636
71 5.30067272 0.04909518
72 5.30166291 0.04902011
73 5.30276126 0.04913225
74 5.30343857 0.04906715
75 5.30413717 0.04909049
76 5.30474134 0.04911636
77 5.30515642 0.04907432
78 5.30564558 0.04912338
79 5.30596818 0.04910168
80 5.30627385 0.04910015
81 5.30657342 0.04912218
82 5.30676719 0.04910008
83 5.30699520 0.04911978
84 5.30715811 0.04911507
85 5.30729413 0.04910887
86 5.30743908 0.04912255
87 5.30752797 0.04911272
88 5.30762423 0.04911850
89 5.30769741 0.04911951
90 5.30774786 0.04911535
91 5.30779971 0.04912069
92 5.30782697 0.04911829
93 5.30784599 0.04911853
94 5.30785276 0.04911910
95 5.30786338 0.04911811
96 5.30789283 0.04912113
97 5.30792636 0.04911883
98 5.30797604 0.04911859
99 5.30804779 0.04912385
