0 17.83414427 0.96714291 17.83414427 0.96714291 
0 17.83414357 0.96714426 17.83414357 0.96714426 
1 17.83419119 0.96714342 17.83419119 0.96714342 
2 17.83423578 0.96714348 17.83423578 0.96714348 
3 17.83432268 0.96714464 17.83432269 0.96714464 
4 17.83443121 0.96714344 17.83443121 0.96714344 
5 17.83453777 0.96714502 17.83453777 0.96714502 
6 17.83473357 0.96714446 17.83473357 0.96714446 
7 17.83487829 0.96714466 17.83487829 0.96714466 
8 17.83512514 0.96714627 17.83512515 0.96714627 
9 17.83537202 0.96714517 17.83537203 0.96714517 
10 17.83561512 0.96714714 17.83561513 0.96714714
11 17.83602381 0.96714691 17.83602383 0.96714691
12 17.83631016 0.96714731 17.83631018 0.96714731
13 17.83680490 0.96714966 17.83680492 0.96714966
14 17.83727797 0.96714866 17.83727800 0.96714866
15 17.83774228 0.96715133 17.83774231 0.96715133
16 17.83855017 0.96715169 17.83855021 0.96715169
17 17.83909024 0.96715245 17.83909028 0.96715245
18 17.84009367 0.96715636 17.84009372 0.96715636
19 17.84105290 0.96715553 17.84105295 0.96715553
20 17.84198726 0.96715973 17.84198733 0.96715973
21 17.84384668 0.96716167 17.84384676 0.96716167
22 17.84500410 0.96716330 17.84500418 0.96716330
23 17.84758221 0.96717186 17.84758231 0.96717186
24 17.85016190 0.96717193 17.85016202 0.96717193
25 17.85262333 0.96718084 17.85262348 0.96718084
26 17.86001054 0.96719169 17.86001072 0.96719169
27 17.86394517 0.96719731 17.86394540 0.96719731
28 17.88219823 0.96724869 17.88219855 0.96724869
29 17.90663495 0.96726934 17.90663542 0.96726934
30 17.92211689 0.96730990 17.92211787 0.96730990
31 17.78196972 0.96708536 17.78197187 0.96708537
32 17.74420392 0.96702471 17.74420459 0.96702471
33 17.64745364 0.96686520 17.64745409 0.96686520
34 17.63980608 0.96684010 17.63980643 0.96684010
35 17.63184721 0.96683573 17.63184750 0.96683573
36 17.62407573 0.96681293 17.62407598 0.96681293
37 17.62172683 0.96680915 17.62172705 0.96680915
38 17.61758686 0.96680399 17.61758706 0.96680399
39 17.61585019 0.96679686 17.61585037 0.96679686
40 17.61415962 0.96679732 17.61415979 0.96679732
41 17.61232997 0.96679105 17.61233013 0.96679105
42 17.61147289 0.96678961 17.61147304 0.96678961
43 17.61013284 0.96678869 17.61013298 0.96678869
44 17.60939789 0.96678491 17.60939802 0.96678491
45 17.60868279 0.96678583 17.60868292 0.96678583
46 17.60789787 0.96678267 17.60789799 0.96678267
47 17.60747476 0.96678191 17.60747487 0.96678191
48 17.60685244 0.96678200 17.60685255 0.96678200
49 17.60647871 0.96677946 17.60647882 0.96677946
50 17.60611497 0.96678050 17.60611508 0.96678050
51 17.60572328 0.96677854 17.60572338 0.96677854
52 17.60550083 0.96677809 17.60550093 0.96677809
53 17.60518809 0.96677862 17.60518819 0.96677862
54 17.60500117 0.96677669 17.60500127 0.96677669
55 17.60481903 0.96677782 17.60481913 0.96677782
56 17.60463861 0.96677648 17.60463870 0.96677648
57 17.60453859 0.96677622 17.60453869 0.96677622
58 17.60440770 0.96677705 17.60440780 0.96677705
59 17.60434661 0.96677546 17.60434670 0.96677546
60 17.60428638 0.96677670 17.60428647 0.96677670
61 17.60425616 0.96677577 17.60425625 0.96677577
62 17.60425105 0.96677564 17.60425114 0.96677564
63 17.60426030 0.96677677 17.60426039 0.96677677
64 17.60430843 0.96677538 17.60430853 0.96677538
65 17.60435320 0.96677681 17.60435330 0.96677681
66 17.60446421 0.96677619 17.60446430 0.96677619
67 17.60455270 0.96677619 17.60455279 0.96677619
68 17.60470460 0.96677770 17.60470469 0.96677770
69 17.60487562 0.96677645 17.60487572 0.96677645
70 17.60503707 0.96677817 17.60503717 0.96677817
71 17.60532419 0.96677788 17.60532429 0.96677788
72 17.60553032 0.96677804 17.60553042 0.96677804
73 17.60587413 0.96678013 17.60587424 0.96678013
74 17.60622351 0.96677899 17.60622362 0.96677899
75 17.60655161 0.96678120 17.60655172 0.96678120
76 17.60712753 0.96678141 17.60712765 0.96678141
77 17.60752136 0.96678180 17.60752148 0.96678180
78 17.60820527 0.96678500 17.60820539 0.96678500
79 17.60889057 0.96678398 17.60889069 0.96678398
80 17.60952612 0.96678718 17.60952625 0.96678718
81 17.61074107 0.96678843 17.61074121 0.96678843
82 17.61152670 0.96678933 17.61152685 0.96678933
83 17.61305032 0.96679524 17.61305047 0.96679524
84 17.61462871 0.96679463 17.61462888 0.96679463
85 17.61605486 0.96680033 17.61605504 0.96680033
86 17.61953687 0.96680543 17.61953708 0.96680543
87 17.62157460 0.96680797 17.62157482 0.96680797
88 17.62700522 0.96682583 17.62700548 0.96682583
89 17.63357023 0.96682906 17.63357054 0.96682906
90 17.63894460 0.96684601 17.63894497 0.96684601
91 17.68119625 0.96691887 17.68119675 0.96691887
