0 17.83414427 0.96714291 40.03386893 17.83414427 0.96714291 40.03386893 17.83414427 0.96714291 40.03386893 17.83414427 0.96714291 40.03386893
0 17.83420476 0.96714395 30.66709541 17.83420475 0.96714395 30.66709540 17.83420475 0.96714395 30.66709539 17.83420474 0.96714396 30.66709538
1 17.83431029 0.96714281 35.90006424 17.83431030 0.96714281 35.90006421 17.83431031 0.96714280 35.90006417 17.83431032 0.96714280 35.90006413
2 17.83440677 0.96714237 37.63623177 17.83440675 0.96714237 37.63623173 17.83440673 0.96714237 37.63623169 17.83440671 0.96714238 37.63623164
3 17.83452888 0.96714376 29.09332291 17.83452891 0.96714376 29.09332285 17.83452894 0.96714376 29.09332279 17.83452898 0.96714376 29.09332273
4 17.83468770 0.96714208 38.72856533 17.83468769 0.96714207 38.72856525 17.83468767 0.96714207 38.72856517 17.83468766 0.96714207 38.72856509
5 17.83481276 0.96714279 33.76196967 17.83481274 0.96714279 33.76196958 17.83481273 0.96714279 33.76196949 17.83481272 0.96714279 33.76196940
6 17.83502962 0.96714372 29.80677297 17.83502965 0.96714372 29.80677286 17.83502967 0.96714372 29.80677275 17.83502970 0.96714372 29.80677264
7 17.83523128 0.96714232 38.93475719 17.83523126 0.96714232 38.93475706 17.83523124 0.96714232 38.93475693 17.83523122 0.96714232 38.93475680
8 17.83541872 0.96714394 30.26224745 17.83541872 0.96714394 30.26224731 17.83541872 0.96714394 30.26224717 17.83541872 0.96714394 30.26224703
9 17.83576087 0.96714426 30.65427544 17.83576089 0.96714426 30.65427527 17.83576090 0.96714426 30.65427511 17.83576091 0.96714425 30.65427495
10 17.83601816 0.96714337 37.53984146 17.83601814 0.96714337 37.53984128 17.83601812 0.96714337 37.53984110 17.83601810 0.96714337 37.53984092
11 17.83631397 0.96714578 27.19117591 17.83631399 0.96714578 27.19117571 17.83631400 0.96714578 27.19117552 17.83631402 0.96714578 27.19117533
12 17.83681617 0.96714554 30.96154008 17.83681617 0.96714554 30.96153986 17.83681617 0.96714554 30.96153964 17.83681617 0.96714554 30.96153942
