0 5.20336335 0.04839272
0 5.29155920 0.05238821
1 5.35499404 0.04571105
2 5.42994764 0.05307465
3 5.47812589 0.05064667
4 5.51812555 0.04913302
5 5.55864396 0.05295980
6 5.58213605 0.05060375
7 5.60562448 0.05114986
8 5.62642034 0.05248608
9 5.63911446 0.05105231
10 5.65344423 0.05195877
11 5.66472994 0.05226498
12 5.67235329 0.05146713
13 5.68143318 0.05225407
14 5.68794312 0.05219302
15 5.69285142 0.05177447
16 5.69872357 0.05235089
17 5.70263996 0.05218632
18 5.70591796 0.05198932
19 5.70971130 0.05237144
20 5.71211209 0.05220561
21 5.71431018 0.05213411
22 5.71669761 0.05236379
23 5.71815050 0.05223336
24 5.71956948 0.05222645
25 5.72097023 0.05234684
26 5.72178750 0.05226209
27 5.72259592 0.05227875
28 5.72327592 0.05232760
29 5.72362434 0.05228899
30 5.72389168 0.05229872
31 5.72398135 0.05230545
32 5.72412659 0.05228973
33 5.72452891 0.05232089
34 5.72506066 0.05232876
35 5.72564295 0.05226955
36 5.72668162 0.05236097
37 5.72774844 0.05235191
38 5.72886829 0.05225337
39 5.73072470 0.05243289
40 5.73243672 0.05237579
41 5.73431226 0.05224545
42 5.73728051 0.05254368
43 5.73984618 0.05239893
44 5.74284624 0.05225457
45 5.74738461 0.05270560
46 5.75116873 0.05241913
47 5.75591846 0.05229462
48 5.76278178 0.05294197
49 5.76843898 0.05243251
50 5.77603685 0.05238541
51 5.78658485 0.05330095
52 5.79533898 0.05243094
53 5.80782439 0.05255341
54 5.82467545 0.05388810
55 5.83894693 0.05240416
56 5.86023620 0.05281071
57 5.88881341 0.05494468
58 5.91336237 0.05238550
59 5.95034157 0.05303205
60 6.00038649 0.05692461
61 6.04205465 0.05287970
62 6.09854296 0.05261443
63 6.17299017 0.05929689
64 6.22615867 0.05546028
65 6.27863409 0.05263491
66 6.34231562 0.05872315
67 6.38422655 0.05797839
68 6.41344780 0.05509568
69 6.44692804 0.05710438
